word,normalized_word,rank,priority_score,original_rank,ngsl_rank,supplement_category,oxford_list,oxford_level,nawl_rank,tsl_rank,bsl_rank,sources,notes
delighted,delighted,6843,4.750000,,,,oxford3000,b2,,,,oxford3000,
depressed,depressed,6844,4.750000,,,,oxford3000,b2,,,,oxford3000,
depressing,depressing,6845,4.750000,,,,oxford3000,b2,,,,oxford3000,
detailed,detailed,6846,4.750000,,,,oxford3000,b2,,,,oxford3000,
disc,disc,6847,4.750000,,,,oxford3000,b2,,,,oxford3000,
finding,finding,6848,4.750000,,,,oxford3000,b2,,,,oxford3000,
folding,folding,6849,4.750000,,,,oxford3000,b2,,,,oxford3000,
funding,funding,6850,4.750000,,,,oxford3000,b2,,,,oxford3000,
hearing,hearing,6851,4.750000,,,,oxford3000,b2,,,,oxford3000,
honour,honour,6852,4.750000,,,,oxford3000,b2,,,,oxford3000,
housing,housing,6853,4.750000,,,,oxford3000,b2,,,,oxford3000,
humour,humour,6854,4.750000,,,,oxford3000,b2,,,,oxford3000,
hunting,hunting,6855,4.750000,,,,oxford3000,b2,,,,oxford3000,
impressed,impressed,6856,4.750000,,,,oxford3000,b2,,,,oxford3000,
intended,intended,6857,4.750000,,,,oxford3000,b2,,,,oxford3000,
judgement,judgement,6858,4.750000,,,,oxford3000,b2,,,,oxford3000,
labour,labour,6859,4.750000,,,,oxford3000,b2,,,,oxford3000,
licence,licence,6860,4.750000,,,,oxford3000,b2,,,,oxford3000,
limited,limited,6861,4.750000,,,,oxford3000,b2,,,,oxford3000,
long-term,long-term,6862,4.750000,,,,oxford3000,b2,,,,oxford3000,
lower,lower,6863,4.750000,,,,oxford3000,b2,,,,oxford3000,
matching,matching,6864,4.750000,,,,oxford3000,b2,,,,oxford3000,
means,means,6865,4.750000,,,,oxford3000,b2,,,,oxford3000,
mixed,mixed,6866,4.750000,,,,oxford3000,b2,,,,oxford3000,
offence,offence,6867,4.750000,,,,oxford3000,b2,,,,oxford3000,
opening,opening,6868,4.750000,,,,oxford3000,b2,,,,oxford3000,
opposed,opposed,6869,4.750000,,,,oxford3000,b2,,,,oxford3000,
pointed,pointed,6870,4.750000,,,,oxford3000,b2,,,,oxford3000,
satisfied,satisfied,6871,4.750000,,,,oxford3000,b2,,,,oxford3000,
saving,saving,6872,4.750000,,,,oxford3000,b2,,,,oxford3000,
shocked,shocked,6873,4.750000,,,,oxford3000,b2,,,,oxford3000,
shooting,shooting,6874,4.750000,,,,oxford3000,b2,,,,oxford3000,
surrounding,surrounding,6875,4.750000,,,,oxford3000,b2,,,,oxford3000,
upwards,upwards,6876,4.750000,,,,oxford3000,b2,,,,oxford3000,
whom,whom,6877,4.750000,,,,oxford3000,b2,,,,oxford3000,
willing,willing,6878,4.750000,,,,oxford3000,b2,,,,oxford3000,
ceasefire,ceasefire,6879,4.749493,9163,,,,,,,835,bsl_1.2;ngsl_sfi_31k,
bitterly,bitterly,6880,4.749307,6069,,,,,,,,ngsl_sfi_31k,
bookshop,bookshop,6881,4.748352,6071,,,,,,,,ngsl_sfi_31k,
digest,digest,6882,4.747875,6072,,,,,,,,ngsl_sfi_31k,
erosion,erosion,6883,4.747397,6073,,,,,,,,ngsl_sfi_31k,
vintage,vintage,6884,4.746920,6074,,,,,,,,ngsl_sfi_31k,
cruelty,cruelty,6885,4.746443,6075,,,,,,,,ngsl_sfi_31k,
foil,foil,6886,4.745966,6076,,,,,,,,ngsl_sfi_31k,
comprehend,comprehend,6887,4.745489,6077,,,,,,,,ngsl_sfi_31k,
convoy,convoy,6888,4.743581,6081,,,,,,,,ngsl_sfi_31k,
unlock,unlock,6889,4.743105,6082,,,,,,,,ngsl_sfi_31k,
habitual,habitual,6890,4.742650,9446,,,,,,866,,ngsl_sfi_31k;tsl_1.2,
agony,agony,6891,4.742628,6083,,,,,,,,ngsl_sfi_31k,
resemblance,resemblance,6892,4.740723,6087,,,,,,,,ngsl_sfi_31k,
crave,crave,6893,4.739770,6089,,,,,,,,ngsl_sfi_31k,
alienate,alienate,6894,4.739294,6090,,,,,,,,ngsl_sfi_31k,
smear,smear,6895,4.738818,6091,,,,,,,,ngsl_sfi_31k,
cashier,cashier,6896,4.738680,9683,,,,,,329,,ngsl_sfi_31k;tsl_1.2,
glide,glide,6897,4.738343,6092,,,,,,,,ngsl_sfi_31k,
occupancy,occupancy,6898,4.737839,9713,,,,,,293,,ngsl_sfi_31k;tsl_1.2,
weary,weary,6899,4.737391,6094,,,,,,,,ngsl_sfi_31k,
pathetic,pathetic,6900,4.736915,6095,,,,,,,,ngsl_sfi_31k,
niece,niece,6901,4.735964,6097,,,,,,,,ngsl_sfi_31k,
complimentary,complimentary,6902,4.735768,9776,,,,,,231,,ngsl_sfi_31k;tsl_1.2,
caravan,caravan,6903,4.734538,6100,,,,,,,,ngsl_sfi_31k,
autobiography,autobiography,6904,4.734063,6101,,,,,,,,ngsl_sfi_31k,
proudly,proudly,6905,4.733113,6103,,,,,,,,ngsl_sfi_31k,
ascend,ascend,6906,4.732638,6104,,,,,,,,ngsl_sfi_31k,
frost,frost,6907,4.732163,6105,,,,,,,,ngsl_sfi_31k,
hinge,hinge,6908,4.730739,6108,,,,,,,,ngsl_sfi_31k,
fascination,fascination,6909,4.730265,6109,,,,,,,,ngsl_sfi_31k,
overwhelmingly,overwhelmingly,6910,4.729790,6110,,,,,,,,ngsl_sfi_31k,
mint,mint,6911,4.729316,6111,,,,,,,,ngsl_sfi_31k,
implant,implant,6912,4.728842,6112,,,,,,,,ngsl_sfi_31k,
aerobic,aerobic,6913,4.728367,6113,,,,,,,,ngsl_sfi_31k,
rep,rep,6914,4.727893,6114,,,,,,,,ngsl_sfi_31k,
anew,anew,6915,4.727115,9491,,,,,,888,,ngsl_sfi_31k;tsl_1.2,
inn,inn,6916,4.726471,6117,,,,,,,,ngsl_sfi_31k,
meaningless,meaningless,6917,4.725997,6118,,,,,,,,ngsl_sfi_31k,
dubious,dubious,6918,4.725524,6119,,,,,,,,ngsl_sfi_31k,
yawn,yawn,6919,4.725050,6120,,,,,,,,ngsl_sfi_31k,
preferably,preferably,6920,4.724576,6121,,,,,,,,ngsl_sfi_31k,
cardboard,cardboard,6921,4.723629,6123,,,,,,,,ngsl_sfi_31k,
armchair,armchair,6922,4.723156,6124,,,,,,,,ngsl_sfi_31k,
quid,quid,6923,4.722683,6125,,,,,,,,ngsl_sfi_31k,
trolley,trolley,6924,4.721736,6127,,,,,,,,ngsl_sfi_31k,
swirl,swirl,6925,4.721263,6128,,,,,,,,ngsl_sfi_31k,
analog,analog,6926,4.720790,6129,,,,,,,,ngsl_sfi_31k,
symbolize,symbolize,6927,4.720317,6130,,,,,,,,ngsl_sfi_31k,
lash,lash,6928,4.719372,6132,,,,,,,,ngsl_sfi_31k,
despise,despise,6929,4.718899,6133,,,,,,,,ngsl_sfi_31k,
blouse,blouse,6930,4.718426,6134,,,,,,,,ngsl_sfi_31k,
dimensional,dimensional,6931,4.718060,10301,,,,,526,,,nawl_1.2;ngsl_sfi_31k,
keyword,keyword,6932,4.717481,6136,,,,,,,,ngsl_sfi_31k,
tug,tug,6933,4.717009,6137,,,,,,,,ngsl_sfi_31k,
flicker,flicker,6934,4.716065,6139,,,,,,,,ngsl_sfi_31k,
plaque,plaque,6935,4.715592,6140,,,,,,,,ngsl_sfi_31k,
thinker,thinker,6936,4.715120,6141,,,,,,,,ngsl_sfi_31k,
segmentation,segmentation,6937,4.714965,9197,,,,,,,1239,bsl_1.2;ngsl_sfi_31k,
console,console,6938,4.714648,6142,,,,,,,,ngsl_sfi_31k,
readiness,readiness,6939,4.713705,6144,,,,,,,,ngsl_sfi_31k,
vigorously,vigorously,6940,4.712761,6146,,,,,,,,ngsl_sfi_31k,
pea,pea,6941,4.712290,6147,,,,,,,,ngsl_sfi_31k,
cascade,cascade,6942,4.711818,6148,,,,,,,,ngsl_sfi_31k,
dispense,dispense,6943,4.711347,6149,,,,,,,,ngsl_sfi_31k,
linkage,linkage,6944,4.710404,6151,,,,,,,,ngsl_sfi_31k,
crust,crust,6945,4.709933,6152,,,,,,,,ngsl_sfi_31k,
lone,lone,6946,4.709461,6153,,,,,,,,ngsl_sfi_31k,
indifferent,indifferent,6947,4.708990,6154,,,,,,,,ngsl_sfi_31k,
obituary,obituary,6948,4.708524,9222,,,,,,,1210,bsl_1.2;ngsl_sfi_31k,
vent,vent,6949,4.708519,6155,,,,,,,,ngsl_sfi_31k,
pistol,pistol,6950,4.708049,6156,,,,,,,,ngsl_sfi_31k,
headquarters,headquarters,6951,4.707731,,,,oxford5000,b2,876,,,nawl_1.2;oxford5000,
housewife,housewife,6952,4.706636,6159,,,,,,,,ngsl_sfi_31k,
clan,clan,6953,4.706166,6160,,,,,,,,ngsl_sfi_31k,
hen,hen,6954,4.705695,6161,,,,,,,,ngsl_sfi_31k,
oscillation,oscillation,6955,4.705482,10353,,,,,514,,,nawl_1.2;ngsl_sfi_31k,
procession,procession,6956,4.704754,6163,,,,,,,,ngsl_sfi_31k,
illegally,illegally,6957,4.704284,6164,,,,,,,,ngsl_sfi_31k,
coral,coral,6958,4.703814,6165,,,,,,,,ngsl_sfi_31k,
pearl,pearl,6959,4.702873,6167,,,,,,,,ngsl_sfi_31k,
lessen,lessen,6960,4.702403,6168,,,,,,,,ngsl_sfi_31k,
cellphone,cellphone,6961,4.702255,10183,,,,,,69,,ngsl_sfi_31k;tsl_1.2,
lawmaker,lawmaker,6962,4.701934,6169,,,,,,,,ngsl_sfi_31k,
biblical,biblical,6963,4.700994,6171,,,,,,,,ngsl_sfi_31k,
comma,comma,6964,4.700315,10205,,,,,879,,,nawl_1.2;ngsl_sfi_31k,
seizure,seizure,6965,4.700055,6173,,,,,,,,ngsl_sfi_31k,
reimbursement,reimbursement,6966,4.699627,9568,,,,,,941,,ngsl_sfi_31k;tsl_1.2,
raft,raft,6967,4.699585,6174,,,,,,,,ngsl_sfi_31k,
kilogram,kilogram,6968,4.698320,9545,,,,,,1059,,ngsl_sfi_31k;tsl_1.2,
culminate,culminate,6969,4.697708,6178,,,,,,,,ngsl_sfi_31k,
drastic,drastic,6970,4.697238,6179,,,,,,,,ngsl_sfi_31k,
facade,facade,6971,4.695831,6182,,,,,,,,ngsl_sfi_31k,
sideways,sideways,6972,4.695363,6183,,,,,,,,ngsl_sfi_31k,
stern,stern,6973,4.693488,6187,,,,,,,,ngsl_sfi_31k,
reluctantly,reluctantly,6974,4.692551,6189,,,,,,,,ngsl_sfi_31k,
timer,timer,6975,4.692234,9608,,,,,,880,,ngsl_sfi_31k;tsl_1.2,
disparity,disparity,6976,4.692083,6190,,,,,,,,ngsl_sfi_31k,
extinction,extinction,6977,4.691614,6191,,,,,,,,ngsl_sfi_31k,
inefficiency,inefficiency,6978,4.690584,9258,,,,,,,1351,bsl_1.2;ngsl_sfi_31k,
plumber,plumber,6979,4.690360,9825,,,,,,359,,ngsl_sfi_31k;tsl_1.2,
accidental,accidental,6980,4.689742,6195,,,,,,,,ngsl_sfi_31k,
paralyze,paralyze,6981,4.689274,6196,,,,,,,,ngsl_sfi_31k,
tram,tram,6982,4.688806,6197,,,,,,,,ngsl_sfi_31k,
freshly,freshly,6983,4.688339,6198,,,,,,,,ngsl_sfi_31k,
diversion,diversion,6984,4.687871,6199,,,,,,,,ngsl_sfi_31k,
liquor,liquor,6985,4.686936,6201,,,,,,,,ngsl_sfi_31k,
promoter,promoter,6986,4.686469,6202,,,,,,,,ngsl_sfi_31k,
den,den,6987,4.686001,6203,,,,,,,,ngsl_sfi_31k,
linen,linen,6988,4.685534,6204,,,,,,,,ngsl_sfi_31k,
roam,roam,6989,4.684600,6206,,,,,,,,ngsl_sfi_31k,
awe,awe,6990,4.684133,6207,,,,,,,,ngsl_sfi_31k,
fundraise,fundraise,6991,4.683969,9666,,,,,,772,,ngsl_sfi_31k;tsl_1.2,
ensemble,ensemble,6992,4.683666,6208,,,,,,,,ngsl_sfi_31k,
chatter,chatter,6993,4.683199,6209,,,,,,,,ngsl_sfi_31k,
brightly,brightly,6994,4.682732,6210,,,,,,,,ngsl_sfi_31k,
ascertain,ascertain,6995,4.682265,6211,,,,,,,,ngsl_sfi_31k,
exterior,exterior,6996,4.681332,6213,,,,,,,,ngsl_sfi_31k,
dragon,dragon,6997,4.680865,6214,,,,,,,,ngsl_sfi_31k,
hometown,hometown,6998,4.680399,6215,,,,,,,,ngsl_sfi_31k,
peninsula,peninsula,6999,4.679933,6216,,,,,,,,ngsl_sfi_31k,
tack,tack,7000,4.677136,6222,,,,,,,,ngsl_sfi_31k,
culinary,culinary,7001,4.677118,9737,,,,,,629,,ngsl_sfi_31k;tsl_1.2,
proponent,proponent,7002,4.676204,6224,,,,,,,,ngsl_sfi_31k,
workstation,workstation,7003,4.675273,6226,,,,,,,,ngsl_sfi_31k,
envision,envision,7004,4.674807,6227,,,,,,,,ngsl_sfi_31k,
dishwasher,dishwasher,7005,4.674784,9716,,,,,,711,,ngsl_sfi_31k;tsl_1.2,
spawn,spawn,7006,4.673411,6230,,,,,,,,ngsl_sfi_31k,
bladder,bladder,7007,4.672016,6233,,,,,,,,ngsl_sfi_31k,
shortcoming,shortcoming,7008,4.671551,6234,,,,,,,,ngsl_sfi_31k,
germ,germ,7009,4.671086,6235,,,,,,,,ngsl_sfi_31k,
attire,attire,7010,4.671026,9642,,,,,,1029,,ngsl_sfi_31k;tsl_1.2,
environmentalist,environmentalist,7011,4.670621,6236,,,,,,,,ngsl_sfi_31k,
upbringing,upbringing,7012,4.670156,6237,,,,,,,,ngsl_sfi_31k,
inventor,inventor,7013,4.669691,6238,,,,,,,,ngsl_sfi_31k,
tattoo,tattoo,7014,4.668762,6240,,,,,,,,ngsl_sfi_31k,
segregation,segregation,7015,4.668298,6241,,,,,,,,ngsl_sfi_31k,
withstand,withstand,7016,4.667369,6243,,,,,,,,ngsl_sfi_31k,
grader,grader,7017,4.665512,6247,,,,,,,,ngsl_sfi_31k,
diligence,diligence,7018,4.665323,9328,,,,,,,1430,bsl_1.2;ngsl_sfi_31k,
questionable,questionable,7019,4.665048,6248,,,,,,,,ngsl_sfi_31k,
blunt,blunt,7020,4.664584,6249,,,,,,,,ngsl_sfi_31k,
nick,nick,7021,4.664120,6250,,,,,,,,ngsl_sfi_31k,
pianist,pianist,7022,4.661802,6255,,,,,,,,ngsl_sfi_31k,
exemplify,exemplify,7023,4.661339,6256,,,,,,,,ngsl_sfi_31k,
arrogant,arrogant,7024,4.660876,6257,,,,,,,,ngsl_sfi_31k,
grandma,grandma,7025,4.660412,6258,,,,,,,,ngsl_sfi_31k,
preacher,preacher,7026,4.659023,6261,,,,,,,,ngsl_sfi_31k,
goose,goose,7027,4.658560,6262,,,,,,,,ngsl_sfi_31k,
saturate,saturate,7028,4.658097,6263,,,,,,,,ngsl_sfi_31k,
fertilize,fertilize,7029,4.657635,6264,,,,,,,,ngsl_sfi_31k,
liaison,liaison,7030,4.656709,6266,,,,,,,,ngsl_sfi_31k,
cram,cram,7031,4.656247,6267,,,,,,,,ngsl_sfi_31k,
pedal,pedal,7032,4.655322,6269,,,,,,,,ngsl_sfi_31k,
voluntarily,voluntarily,7033,4.654859,6270,,,,,,,,ngsl_sfi_31k,
floppy,floppy,7034,4.654397,6271,,,,,,,,ngsl_sfi_31k,
causal,causal,7035,4.653935,6272,,,,,,,,ngsl_sfi_31k,
antitrust,antitrust,7036,4.653432,9477,,,,,,,813,bsl_1.2;ngsl_sfi_31k,
boardroom,boardroom,7037,4.653360,9904,,,,,,437,,ngsl_sfi_31k;tsl_1.2,
ornament,ornament,7038,4.653011,6274,,,,,,,,ngsl_sfi_31k,
cherish,cherish,7039,4.652549,6275,,,,,,,,ngsl_sfi_31k,
admittedly,admittedly,7040,4.652087,6276,,,,,,,,ngsl_sfi_31k,
hereby,hereby,7041,4.651397,9668,,,,,,1218,,ngsl_sfi_31k;tsl_1.2,
aggressively,aggressively,7042,4.650701,6279,,,,,,,,ngsl_sfi_31k,
vanilla,vanilla,7043,4.650212,9677,,,,,,1192,,ngsl_sfi_31k;tsl_1.2,
viability,viability,7044,4.649778,6281,,,,,,,,ngsl_sfi_31k,
grandson,grandson,7045,4.649317,6282,,,,,,,,ngsl_sfi_31k,
midday,midday,7046,4.647933,6285,,,,,,,,ngsl_sfi_31k,
theological,theological,7047,4.647472,6286,,,,,,,,ngsl_sfi_31k,
harmless,harmless,7048,4.647011,6287,,,,,,,,ngsl_sfi_31k,
dissatisfaction,dissatisfaction,7049,4.645628,6290,,,,,,,,ngsl_sfi_31k,
preferable,preferable,7050,4.645167,6291,,,,,,,,ngsl_sfi_31k,
segregate,segregate,7051,4.644706,6292,,,,,,,,ngsl_sfi_31k,
eagerly,eagerly,7052,4.644245,6293,,,,,,,,ngsl_sfi_31k,
stunt,stunt,7053,4.643324,6295,,,,,,,,ngsl_sfi_31k,
inclination,inclination,7054,4.642404,6297,,,,,,,,ngsl_sfi_31k,
cultivation,cultivation,7055,4.641943,6298,,,,,,,,ngsl_sfi_31k,
robe,robe,7056,4.641483,6299,,,,,,,,ngsl_sfi_31k,
narrowly,narrowly,7057,4.641023,6300,,,,,,,,ngsl_sfi_31k,
backyard,backyard,7058,4.640563,6301,,,,,,,,ngsl_sfi_31k,
walker,walker,7059,4.640103,6302,,,,,,,,ngsl_sfi_31k,
muse,muse,7060,4.639183,6304,,,,,,,,ngsl_sfi_31k,
drape,drape,7061,4.638263,6306,,,,,,,,ngsl_sfi_31k,
clamp,clamp,7062,4.637804,6307,,,,,,,,ngsl_sfi_31k,
clown,clown,7063,4.637344,6308,,,,,,,,ngsl_sfi_31k,
insane,insane,7064,4.636885,6309,,,,,,,,ngsl_sfi_31k,
chimney,chimney,7065,4.636425,6310,,,,,,,,ngsl_sfi_31k,
fort,fort,7066,4.635507,6312,,,,,,,,ngsl_sfi_31k,
openness,openness,7067,4.635048,6313,,,,,,,,ngsl_sfi_31k,
loneliness,loneliness,7068,4.634129,6315,,,,,,,,ngsl_sfi_31k,
pasture,pasture,7069,4.633670,6316,,,,,,,,ngsl_sfi_31k,
groan,groan,7070,4.633211,6317,,,,,,,,ngsl_sfi_31k,
steward,steward,7071,4.632753,6318,,,,,,,,ngsl_sfi_31k,
eccentric,eccentric,7072,4.632294,6319,,,,,,,,ngsl_sfi_31k,
blush,blush,7073,4.631835,6320,,,,,,,,ngsl_sfi_31k,
messy,messy,7074,4.631376,6321,,,,,,,,ngsl_sfi_31k,
coil,coil,7075,4.630918,6322,,,,,,,,ngsl_sfi_31k,
mute,mute,7076,4.630001,6324,,,,,,,,ngsl_sfi_31k,
kneel,kneel,7077,4.629543,6325,,,,,,,,ngsl_sfi_31k,
paste,paste,7078,4.629084,6326,,,,,,,,ngsl_sfi_31k,
daunt,daunt,7079,4.628626,6327,,,,,,,,ngsl_sfi_31k,
masculine,masculine,7080,4.627710,6329,,,,,,,,ngsl_sfi_31k,
deposition,deposition,7081,4.627252,6330,,,,,,,,ngsl_sfi_31k,
ripe,ripe,7082,4.626794,6331,,,,,,,,ngsl_sfi_31k,
claw,claw,7083,4.626336,6332,,,,,,,,ngsl_sfi_31k,
glucose,glucose,7084,4.625879,6333,,,,,,,,ngsl_sfi_31k,
carbohydrate,carbohydrate,7085,4.625421,6334,,,,,,,,ngsl_sfi_31k,
nationalize,nationalize,7086,4.623817,9435,,,,,,,1645,bsl_1.2;ngsl_sfi_31k,
relish,relish,7087,4.623134,6339,,,,,,,,ngsl_sfi_31k,
sob,sob,7088,4.622676,6340,,,,,,,,ngsl_sfi_31k,
wholesaler,wholesaler,7089,4.622287,9495,,,,,,,1244,bsl_1.2;ngsl_sfi_31k,
navigate,navigate,7090,4.622219,6341,,,,,,,,ngsl_sfi_31k,
comeback,comeback,7091,4.621762,6342,,,,,,,,ngsl_sfi_31k,
intuition,intuition,7092,4.620391,6345,,,,,,,,ngsl_sfi_31k,
intensely,intensely,7093,4.619934,6346,,,,,,,,ngsl_sfi_31k,
replay,replay,7094,4.619478,6347,,,,,,,,ngsl_sfi_31k,
honorable,honorable,7095,4.619021,6348,,,,,,,,ngsl_sfi_31k,
earnest,earnest,7096,4.618564,6349,,,,,,,,ngsl_sfi_31k,
revert,revert,7097,4.618108,6350,,,,,,,,ngsl_sfi_31k,
fictional,fictional,7098,4.617651,6351,,,,,,,,ngsl_sfi_31k,
cavity,cavity,7099,4.617195,6352,,,,,,,,ngsl_sfi_31k,
glamorous,glamorous,7100,4.616739,6353,,,,,,,,ngsl_sfi_31k,
elusive,elusive,7101,4.616282,6354,,,,,,,,ngsl_sfi_31k,
chalk,chalk,7102,4.615826,6355,,,,,,,,ngsl_sfi_31k,
teammate,teammate,7103,4.615370,6356,,,,,,,,ngsl_sfi_31k,
volcanic,volcanic,7104,4.614002,6359,,,,,,,,ngsl_sfi_31k,
housekeep,housekeep,7105,4.613729,9829,,,,,,1053,,ngsl_sfi_31k;tsl_1.2,
pigeon,pigeon,7106,4.613547,6360,,,,,,,,ngsl_sfi_31k,
disciplinary,disciplinary,7107,4.613091,6361,,,,,,,,ngsl_sfi_31k,
frenzy,frenzy,7108,4.612635,6362,,,,,,,,ngsl_sfi_31k,
fury,fury,7109,4.612180,6363,,,,,,,,ngsl_sfi_31k,
superiority,superiority,7110,4.611724,6364,,,,,,,,ngsl_sfi_31k,
orderly,orderly,7111,4.611269,6365,,,,,,,,ngsl_sfi_31k,
larva,larva,7112,4.609447,6369,,,,,,,,ngsl_sfi_31k,
visualize,visualize,7113,4.608992,6370,,,,,,,,ngsl_sfi_31k,
dire,dire,7114,4.608537,6371,,,,,,,,ngsl_sfi_31k,
mortar,mortar,7115,4.608082,6372,,,,,,,,ngsl_sfi_31k,
fiercely,fiercely,7116,4.607628,6373,,,,,,,,ngsl_sfi_31k,
chore,chore,7117,4.607173,6374,,,,,,,,ngsl_sfi_31k,
kettle,kettle,7118,4.606718,6375,,,,,,,,ngsl_sfi_31k,
nuance,nuance,7119,4.606263,6376,,,,,,,,ngsl_sfi_31k,
kindergarten,kindergarten,7120,4.605809,6377,,,,,,,,ngsl_sfi_31k,
wonderfully,wonderfully,7121,4.605354,6378,,,,,,,,ngsl_sfi_31k,
decease,decease,7122,4.604445,6380,,,,,,,,ngsl_sfi_31k,
mike,mike,7123,4.603537,6382,,,,,,,,ngsl_sfi_31k,
serum,serum,7124,4.603083,6383,,,,,,,,ngsl_sfi_31k,
hinder,hinder,7125,4.602629,6384,,,,,,,,ngsl_sfi_31k,
bald,bald,7126,4.600813,6388,,,,,,,,ngsl_sfi_31k,
unhealthy,unhealthy,7127,4.600359,6389,,,,,,,,ngsl_sfi_31k,
radioactive,radioactive,7128,4.599905,6390,,,,,,,,ngsl_sfi_31k,
vacate,vacate,7129,4.599653,9919,,,,,,883,,ngsl_sfi_31k;tsl_1.2,
golfer,golfer,7130,4.598998,6392,,,,,,,,ngsl_sfi_31k,
vicinity,vicinity,7131,4.598545,6393,,,,,,,,ngsl_sfi_31k,
crest,crest,7132,4.597638,6395,,,,,,,,ngsl_sfi_31k,
jack,jack,7133,4.597185,6396,,,,,,,,ngsl_sfi_31k,
simultaneous,simultaneous,7134,4.596279,6398,,,,,,,,ngsl_sfi_31k,
fellowship,fellowship,7135,4.595373,6400,,,,,,,,ngsl_sfi_31k,
cock,cock,7136,4.594467,6402,,,,,,,,ngsl_sfi_31k,
cohort,cohort,7137,4.593561,6404,,,,,,,,ngsl_sfi_31k,
unrest,unrest,7138,4.592656,6406,,,,,,,,ngsl_sfi_31k,
customary,customary,7139,4.592204,6407,,,,,,,,ngsl_sfi_31k,
inhale,inhale,7140,4.591751,6408,,,,,,,,ngsl_sfi_31k,
rinse,rinse,7141,4.591299,6409,,,,,,,,ngsl_sfi_31k,
canopy,canopy,7142,4.589943,6412,,,,,,,,ngsl_sfi_31k,
outlaw,outlaw,7143,4.589491,6413,,,,,,,,ngsl_sfi_31k,
fiddle,fiddle,7144,4.589039,6414,,,,,,,,ngsl_sfi_31k,
reiterate,reiterate,7145,4.588135,6416,,,,,,,,ngsl_sfi_31k,
exclaim,exclaim,7146,4.587683,6417,,,,,,,,ngsl_sfi_31k,
curiously,curiously,7147,4.587231,6418,,,,,,,,ngsl_sfi_31k,
refinance,refinance,7148,4.586817,9614,,,,,,,1231,bsl_1.2;ngsl_sfi_31k,
focal,focal,7149,4.586780,6419,,,,,,,,ngsl_sfi_31k,
peanut,peanut,7150,4.586328,6420,,,,,,,,ngsl_sfi_31k,
immensely,immensely,7151,4.585877,6421,,,,,,,,ngsl_sfi_31k,
visibility,visibility,7152,4.585425,6422,,,,,,,,ngsl_sfi_31k,
preoccupy,preoccupy,7153,4.584974,6423,,,,,,,,ngsl_sfi_31k,
parlor,parlor,7154,4.584523,6424,,,,,,,,ngsl_sfi_31k,
orphan,orphan,7155,4.583620,6426,,,,,,,,ngsl_sfi_31k,
liberalism,liberalism,7156,4.583169,6427,,,,,,,,ngsl_sfi_31k,
tame,tame,7157,4.582267,6429,,,,,,,,ngsl_sfi_31k,
convene,convene,7158,4.580915,6432,,,,,,,,ngsl_sfi_31k,
footwear,footwear,7159,4.579612,9911,,,,,,1215,,ngsl_sfi_31k;tsl_1.2,
brow,brow,7160,4.579563,6435,,,,,,,,ngsl_sfi_31k,
underwriter,underwriter,7161,4.579425,9618,,,,,,,1364,bsl_1.2;ngsl_sfi_31k,
pronoun,pronoun,7162,4.579113,6436,,,,,,,,ngsl_sfi_31k,
curator,curator,7163,4.578663,6437,,,,,,,,ngsl_sfi_31k,
lurk,lurk,7164,4.578212,6438,,,,,,,,ngsl_sfi_31k,
remnant,remnant,7165,4.577762,6439,,,,,,,,ngsl_sfi_31k,
deductible,deductible,7166,4.577521,9697,,,,,,,950,bsl_1.2;ngsl_sfi_31k,
compression,compression,7167,4.577312,6440,,,,,,,,ngsl_sfi_31k,
inaccurate,inaccurate,7168,4.576862,6441,,,,,,,,ngsl_sfi_31k,
shrub,shrub,7169,4.575962,6443,,,,,,,,ngsl_sfi_31k,
loosen,loosen,7170,4.575062,6445,,,,,,,,ngsl_sfi_31k,
recognizable,recognizable,7171,4.574613,6446,,,,,,,,ngsl_sfi_31k,
inward,inward,7172,4.574163,6447,,,,,,,,ngsl_sfi_31k,
cube,cube,7173,4.573264,6449,,,,,,,,ngsl_sfi_31k,
velvet,velvet,7174,4.572365,6451,,,,,,,,ngsl_sfi_31k,
landowner,landowner,7175,4.571017,6454,,,,,,,,ngsl_sfi_31k,
granite,granite,7176,4.570568,6455,,,,,,,,ngsl_sfi_31k,
advocacy,advocacy,7177,4.570119,6456,,,,,,,,ngsl_sfi_31k,
filmmaker,filmmaker,7178,4.569670,6457,,,,,,,,ngsl_sfi_31k,
sprinkle,sprinkle,7179,4.567875,6461,,,,,,,,ngsl_sfi_31k,
jealousy,jealousy,7180,4.567426,6462,,,,,,,,ngsl_sfi_31k,
evaporate,evaporate,7181,4.566081,6465,,,,,,,,ngsl_sfi_31k,
secrecy,secrecy,7182,4.565633,6466,,,,,,,,ngsl_sfi_31k,
courtroom,courtroom,7183,4.565184,6467,,,,,,,,ngsl_sfi_31k,
handbag,handbag,7184,4.564736,6468,,,,,,,,ngsl_sfi_31k,
villain,villain,7185,4.564288,6469,,,,,,,,ngsl_sfi_31k,
affluent,affluent,7186,4.563840,6470,,,,,,,,ngsl_sfi_31k,
sensibility,sensibility,7187,4.563392,6471,,,,,,,,ngsl_sfi_31k,
turf,turf,7188,4.562944,6472,,,,,,,,ngsl_sfi_31k,
apt,apt,7189,4.562496,6473,,,,,,,,ngsl_sfi_31k,
contamination,contamination,7190,4.562048,6474,,,,,,,,ngsl_sfi_31k,
moderately,moderately,7191,4.561601,6475,,,,,,,,ngsl_sfi_31k,
